"Details
Project",Street,City,State,Zip
40-00002-20,2900 University Avenue  ,Crookston,MN,56716
40-00002-21,2017 Buford Avenue  ,St. Paul,MN,55108
40-00002-23,401 Chicago Avenue  ,Minneapolis,MN,55415
40-00002-24,  ,Minneapolis,MN,
40-03130-94,  ,Richfield,MN,
40-03130-95,  ,Richfield,MN,
40-05054-00,  ,Minneapolis,MN,55455
40-05203-22,  ,Bloomington,MN,
40-05203-23,  ,Bloomington,MN,
40-05203-24,  ,Bloomington,MN,
40-05203-27,  ,Bloomington,MN,
40-05203-28,  ,Bloomington,MN,
40-05203-29,  ,Bloomington,MN,
40-05203-30,  ,Bloomington,MN,
40-05203-31,  ,Bloomington,MN,
40-05203-35,  ,Bloomington,MN,
40-05203-36,  ,Bloomington,MN,
40-05203-37,  ,Bloomington,MN,
40-05203-38,  ,bloomington,MN,
40-05203-39,  ,Bloomington,MN,
40-05203-40,  ,Bloomington,MN,
40-05203-41,  ,Bloomington,MN,
40-05203-42,  ,Bloomington,MN,
40-05203-43,  ,Bloomington,MN,
40-05203-44,  ,bloomington,MN,
40-05203-45,  ,Bloomington,MN,
40-05203-46,  ,Bloomington,MN,
40-05203-47,  ,Bloomington,MN,
40-05203-48,  ,Bloominton,MN,
40-05203-49,  ,Bloomington,MN,
40-05203-50,  ,Blooomington,MO,
40-05203-51,mall  ,Bloomington,MN,
40-05203-52,  ,Bloomington,MN,
40-05203-53,  ,Bloomington,MN,
40-05203-54,  ,Bloomington,MN,
40-05203-55,  ,Bloomington,MN,
40-05203-56,  ,Bloomington,MN,
40-05203-57,  ,Bloomington,MN,
40-05203-58,  ,Bloomington,MN,
40-05203-59,  ,Bloomington,MN,
40-05203-60,  ,Bloomington,MN,
40-05203-61,  ,Bloomington,MN,
40-05203-62,  ,Bloomington,MN,
40-05203-63,  ,Bloomington,MN,
40-05203-64,  ,Bloomington,MN,
40-05203-65,  ,Bloomington,MN,
40-06504-00,  ,Avon,MN,56310
40-07129-10,Prairie Correction Facility 445 South Munsterman Street ,Appleton,MN,56208
40-07206-29,  ,Fairmont,MN,
40-07206-30,  ,Fairmont,MN,
40-07206-31,  ,Fairmont,MN,
40-07209-10,  ,Maple Grove,MN,
40-07916-00,"50 South Sixth Street, 9th Floor  ",Minneapolis,MN,55402
40-07925-00,  ,Minneapolis,MN,55402
40-07926-00,  ,Minneapolis,MN,55402
40-07930-00,  ,Minneapolis,MN,55402
40-08105-15,  ,Coon Rapids,MN,
40-08105-22,  ,coon rapids,MN,
40-08111-24,  ,Eden Prairie,MN,
40-08111-25,  ,EDEN PRAIRIE,MN,
40-08111-26,  ,Brooklyn Park,MN,
40-08127-10,  ,Minneapolis,MN,
40-08205-30,  ,Minneapolis,MN,
40-08205-31,  ,Minneapolis,MN,
40-08205-32,  ,Minneapolis,MN,
40-08215-24,  ,Fort Hall,ID,
40-08215-25,  ,Fort Hall,ID,
40-08215-26,  ,Fort Hall,ID,
40-09207-30,  ,St. Michael,MN,
40-09213-10,  ,Ellsworth,WI,
40-09213-20,  ,Ellsworth,WI,
40-09221-10,  ,niobrara,NE,
40-10107-11,  ,St. Paul,MN,
40-10107-70,  ,St. Paul,MN,
40-10107-80,  ,St. Paul,MN,
40-10107-90,  ,St. Paul,MN,
40-10107-91,  ,St. Paul,MN,
40-10107-92,  ,St. Paul,MN,
40-10124-10,  ,Duluth,MN,
40-10124-20,  ,duluth,MN,
40-10130-10,  ,Jordan,MN,
40-10131-10,  ,Duluth,MN,
40-10141-32,  ,Maplewood,MN,
40-10141-52,  ,North St. Paul,MN,
40-10141-90,  ,North St. Paul,MN,
40-10141-95,  ,Maplewood,MN,
40-10141-96,  ,Oakdale,MN,
40-10143-10,  ,Saint Bonifacious,MN,
40-10152-30,  ,Minneapolis,MN,
40-10153-10,  ,Winona,MN,
40-10155-00,  ,Minneapolis,MN,
40-10202-10,  ,Lake CIty,MN,
40-10214-22,  ,Minneapolis,MN,
40-10214-23,  ,Minneapolis,MN,
40-10227-23,  ,woodbury,MN,
40-10227-24,  ,woodbury,MN,
40-10232-24,  ,st. louis park,MN,
40-10233-25,  ,Northfield,MN,
40-10233-26,  ,Northfield,MN,
40-10255-23,  ,Larchwood,IA,
40-10255-24,  ,Larchwood,IA,
40-10265-22,  ,Rosebud,SD,
40-10266-10,  ,Roseville,MN,
40-10316-00,  ,Minneapolis,MN,55440
40-10318-00,  ,Minneapolis,MN,55440
40-11104-10,  ,northfield,MN,
40-11106-10,  ,Minneapolis,MN,
40-11106-20,  ,Minneapolis,MN,
40-11106-30,  ,minneapolis,MN,
40-11106-40,  ,Minneapolis,MN,
40-11106-50,  ,Minneapolis,MN,
40-11106-60,  ,Minneapolis,MN,
40-11114-10,  ,Saint Paul,MN,
40-11114-20,  ,St.Paul,MN,
40-11114-30,  ,St. Paul,MN,
40-11114-40,  ,St. Paul,MN,
40-11115-00,  ,Saint Paul,MN,
40-11116-00,  ,Mille Lacs,MN,
40-11117-00,  ,Minneapolis,MN,
40-11118-00,  ,Minnetonka,MN,
40-11119-00,  ,Saint Paul,MN,
40-11120-00,Central Maintenance Facility 6442 140th St W ,Apple Valley,MN,55124
40-11120-10,  ,Apple Valley,MN,
40-11121-00,  ,mpls,MN,
40-11122-10,  ,Bloomington,MN,
40-11122-20,  ,Bloomington,MN,
40-11122-30,  ,Bloomington,MN,
40-11122-40,  ,Bloomington,MN,
40-11122-50,  ,Bloomington,MN,
40-11122-60,  ,Bloomington,MN,
40-11122-61,  ,Bloomington,MN,
40-11122-70,  ,Bloomington,MN,
40-11122-71,  ,Bloomington,MN,
40-11123-00,7600 525th Street  ,Rush City,MN,55069
40-11124-00,  ,Minneapolis,MN,
40-11124-10,  ,Minneapolis,MN,
40-11125-00,  ,St. Paul,MN,
40-11126-00,  ,Maple Grove,MN,
40-11127-00,  ,St. Paul,MN,
40-11127-10,  ,St. Paul,MN,
40-11128-00,  ,Maple Grove,MN,
40-11128-10,  ,Maple Grove,MN,
40-11128-20,  ,Maple Grove,MN,
40-11129-00,  ,St. Paul,MN,
40-11129-10,  ,St. Paul,MN,
40-11130-00,  ,Minneapolis,MN,
40-11131-00,  ,Willow River,MN,
40-11132-00,  ,Red Lake,MN,
40-11132-10,  ,Red Lake,MN,
40-11134-00,  ,Minneapolis,MN,
40-11135-10,  ,St. Joseph,MN,
40-11135-20,  ,St. Joseph,MN,
40-11135-30,  ,St. Joseph,MN,
40-11135-40,  ,St. Joseph,MN,
40-11135-50,  ,St. Joseph,MN,
40-11135-51,  ,St. Joseph,MN,
40-11135-52,  ,St. Joseph,MN,
40-11136-00,  ,Minnetonka,MN,
40-11137-00,  ,Rogers,MN,
40-11137-10,  ,Rogers,MN,
40-11138-00,  ,Cambridge,MN,
40-11139-00,  ,Coon Rapids,MN,
40-11140-00,  ,Pine River,MN,
40-11140-21,  ,Pine River,MN,
40-11140-22,  ,Pine River,MN,
40-11140-23,  ,Pine River,MN,
40-11140-24,  ,Pine River,MN,
40-11141-00,  ,Inver Grove Heights,MN,
40-11143-00,  ,Cambridge,MN,
40-11144-00,  ,Cambridge,MN,
40-11145-00,  ,Minneapolis,MN,
40-11146-00,  ,St. Cloud,MN,56301
40-11147-00,  ,st. Paul,MN,
40-11148-00,21000 141st Avenue  ,Rogers,MN,55374
40-11150-00,  ,Minneapolis,MN,
40-11150-10,  ,Minneapolis,MN,
40-11150-20,  ,Minneapolis,MN,
40-11151-00,  ,Minneapolis,MN,
40-11151-10,  ,Minneapolis,MN,
40-11152-00,  ,Savage,MN,
40-11153-00,  ,Waseca,MN,
40-11154-00,  ,St. Paul,MN,
40-11156-00,  ,Stillwater,MN,
40-11157-00,  ,Bemidji,MN,
40-11158-00,  ,Bloomington,MN,
40-11159-00,  ,St. Clair,MN,
40-11202-10,  ,Waconia,MN,
40-11203-22,  ,Forest Lake,MN,
40-11203-23,  ,Forest Lake,MN,
40-11402-10,  ,Duluth,MN,
40-12101-00,  ,Bemidji,MN,
40-12102-00,  ,Minneapolis,MN,
40-12103-00,  ,St. Cloud,MN,
40-12104-00,  ,St. Cloud,MN,
40-12105-00,  ,St. Cloud,MN,
40-12106-00,  ,St. Cloud,MN,
40-12107-00,  ,Minneapolis,MN,
40-12108-00,  ,St. Cloud,MN,
40-12109-00,  ,Plummer,MN,
40-12111-00,  ,Maple Grove,MN,
40-12112-00,  ,Eden Prairie,MN,
40-12113-00,  ,Northfield,MN,
40-12114-00,  ,Minneapolis,MN,
40-12115-00,  ,Maple Grove,MN,
40-12116-00,  ,St. Bonifacious,MN,
40-12117-00,  ,Prior Lake,MN,
40-12118-00,  ,St. Paul,MN,
40-12118-10,  ,St. Paul,MN,
40-12118-20,  ,St. Paul,MN,
40-12118-30,  ,St. Payl,MN,
40-12119-00,2001 Margaret St  ,St. Paul,MN,55119
40-12120-00,  ,Forest Lake,MN,
40-12120-10,  ,Forest Lake,MN,
40-12120-20,  ,Forest Lake,MN,
40-12120-30,  ,Forest Lake,MN,
40-12121-00,  ,Minneapolis,MN,
40-12121-10,  ,Minneapolis,MN,
40-12122-00,1145 Shenandoah Lane  ,Plymouth,MN,
40-12122-10,  ,Plymouth,MN,
40-12122-20,  ,Plymouth,MN,
40-12122-30,  ,Plymouth,MN,
40-12122-31,  ,Plymouth,MN,
40-12122-40,  ,Plymouth,MN,
40-12122-50,  ,Plymouth,MN,
40-12122-60,  ,Plymouth,MN,
40-12122-70,  ,Plymouth,MN,
40-12122-80,  ,Plymouth,MN,
40-12122-90,  ,Plymouth,MN,
40-12122-91,  ,Plymouth,MN,
40-12122-92,  ,Plymouth,MN,
40-12123-00,  ,St. Cloud,MN,
40-12124-00,12401 Wayzata Blvd  ,Minnetonka,MN,55305
40-12124-10,12401 Wayzata blvd  ,Minnetonka,MN,55305
40-12124-11,12401 Wayzata blvd  ,Minnetonka,MN,55305
40-12124-21,  ,Minnetonka,MN,
40-12125-00,  ,St. Paul,MN,
40-12126-00,  ,St. Paul,MN,
40-12127-00,  ,St. Paul,MN,
40-12128-00,  ,St. Paul,MN,
40-12129-00,  ,St. Paul,MN,
40-12130-00,  ,Arden Hills,MN,
40-12130-10,  ,Arden Hills,MN,
40-12130-20,  ,Arden Hills,MN,
40-12131-00,  ,Bemidji,MN,
40-12132-00,  ,Minneapolis,MN,
40-12133-00,  ,Minneapolis,MN,
40-12134-00,  ,Duluth,MN,
40-12135-00,  ,Minneapolis,MN,
40-12136-00,  ,Glenwood,MN,
40-12137-00,  ,Bloomington,MN,
40-12137-10,  ,Bloomington,MN,
40-12138-00,2800 American Boulevard West  ,Bloomington,MN,55431
40-12139-00,University of Minnesota  ,Minneapolis,MN,55455
40-12140-00,  ,Bloomington,MN,
40-12141-00,  ,Bloomington,MN,
40-12142-00,  ,Northfield,MN,
40-12143-00,  ,Red Wing,MN,
40-12144-00,  ,Eden Praire,MN,
40-12145-00,  ,Eden Praire,MN,
40-12146-00,  ,Red Lake,ME,
40-12146-10,  ,Red Lake,MN,
40-12147-00,  ,Minneapolis,MN,
40-12148-00,  ,St. Clair,MN,
40-12149-00,  ,Arden Hills,MN,
40-12150-00,  ,St Louis Park,MN,
40-12151-00,  ,St. Paul,MN,
40-12152-00,  ,Belle Plaine,MN,
40-12153-00,  ,Richfield,MN,
40-12154-00,  ,Red Wing,MN,
40-12155-00,  ,St. Paul,MN,
40-12155-10,  ,St. Paul,MN,
40-12156-00,  ,Bloomington,MN,
40-12157-00,  ,Minneapolis,MN,
40-12158-00,  ,Minneapolis,MN,
40-12159-00,  2100 Radio Drive,Woodbury,MN,
40-12160-00,  ,Edina,MN,
40-12161-00,  ,Rogers,MN,
40-12162-00,  ,Bloomington,MN,
40-12163-00,  ,Minneapolis,MN,
40-12164-00,  ,St.Paul,MN,
40-12165-00,  ,Minneapolis,MN,
40-12166-00,  ,Bloomington,MN,
40-12167-00,  ,Bloomington,MN,
40-12167-10,  ,Bloomington,MN,
40-12168-00,  ,Minneapolis,MN,
40-12168-01,  ,Minneapolis,MN,
40-12168-21,  ,Minneapolis,MN,
40-12168-22,  ,Minneapolis,MN,
40-12169-00,  ,Roseville,MN,
40-12170-00,  ,Minneapolis,MN,
40-12170-10,  ,Minneapolis,MN,
40-13101-00,1615 Riverview Drive  ,Northfield,MN,
40-13101-10,  ,Northfield,MN,
40-13101-20,  ,Northfield,MN,
40-13101-30,1615 Riverview Drive  ,Northfield,MN,
40-13102-00,  ,Minneapolis,MN,
40-13103-00,  ,Red Wing,MN,
40-13104-00,2816 Second Ave No  ,Minneapolis,MN,
40-13104-10,2816 Second Ave  ,Minneapolis,MN,
40-13105-00,  ,Bloomington,MN,
40-13105-10,  ,Bloomington,MN,
40-13106-00,  ,St.Bonifacius,MN,
40-13107-00,  ,St. Paul,MN,
40-13108-00,  ,Winona,MN,
40-13109-00,  ,New Prague,MN,
40-13110-00,  ,Eagan,MN,
40-13111-00,  ,St. Paul,MN,
40-13112-00,  ,Bayport,MN,
40-13113-00,  ,Chaska,MN,
40-13113-10,  ,Chaska,MN,
40-13113-11,  ,Chaska,MN,
40-13113-12,  ,Chaska,MN,
40-13113-20,  ,Chaska,MN,
40-13113-21,  ,Chaska,MN,
40-13113-22,  ,Chaska,MN,
40-13114-00,  ,Finalyson,MN,
40-13115-00,  ,Faribault,MN,00000
40-13116-00,  ,Minneapolis,MN,
40-13116-01,  ,Minneapolis,MN,
40-13117-00,225 West 4th Street  ,Waconia,MN,55387
40-13118-10,  ,Bloomington,MN,55425
40-13118-11,  ,Bloomington,MN,
40-13118-20,  ,Bloomington,MN,
40-13118-32,  ,Bloomington,MN,
40-13119-10,  ,St. Paul,MN,
40-13120-00,  ,Minneapolis,MN,
40-13121-00,23990 Highway 1 East  ,Red Lake,MN,56671
40-13122-00,  ,St. Paul,MN,
40-13123-00,  ,Oak Park Heights,MN,
40-13124-00,  ,Minneapolis,MN,
40-13125-00,  ,Bloomington,MN,
40-13126-00,  ,Richfield,MN,
40-13127-00,  ,St. Paul,MN,
40-13128-00,  ,St Cloud,MN,
40-13129-00,  ,Minneapolis,MN,
40-13129-01,  ,Minneapolis,MN,
40-13129-02,  ,Minneapolis,MN,
40-13129-03,  ,Minneapolis,MN,
40-13129-04,  ,Minneapolis,MN,
40-13130-00,  ,Appleton,MN,
40-13131-00,  ,Bloomington,MN,
40-13132-00,8000-8500 Normandale Lake Boulevard  ,Bloomington,MN,55437
40-13133-00,  ,Coon Rapids,MN,
40-13134-00,  ,cambridge,MN,
40-13135-00,  ,Cambridge,MN,
40-13136-00,  ,Minneapolis,MN,
40-13137-00,  ,Anoka,MN,
40-13138-00,  ,Plymouth,MN,
40-13139-00,10326 S. Robert Trail  ,Inver Grove Heights,MN,
40-13140-00,  ,St. Paul,MN,
40-13140-10,  ,St. Paul,MN,
40-13141-00,  ,Minneapolis,MN,
40-13141-10,  ,Minneapolis,MN,
40-13142-00,  ,Detroit Lakes,MN,
40-13143-00,  ,Minneapolis,MN,
40-13144-00,  ,Minneapolis,MN,
40-13146-00,  ,Minneapolis,MN,
40-13147-00,  ,Red Lake,MN,
40-13148-00,  ,Red Wing,MN,
40-13149-00,  ,Jordan,MN,
40-13150-00,  ,St. Paul,MN,
40-13150-10,  ,St. Paul,MN,
40-13151-00,  ,Chaska,MN,
40-13152-00,  ,Hinckley,MN,55037
40-13153-00,  ,Jordan,MN,
40-13154-00,  ,Minneapolis,MN,
40-13154-10,  ,Minneapolis,MN,
40-13155-00,  ,Pine River,MN,
40-13156-00,  ,Fairmont,MN,
40-13157-00,  ,Red Wing,MN,
40-13158-00,  ,St. Paul,MN,
40-13158-10,  ,St. Paul,MN,
40-13158-12,  ,St. Paul,MN,
40-13159-00,  ,Minneapolis,MN,
40-13159-10,  ,Minneapolis,MN,
40-13160-00,  ,Minneapolis,MN,
40-13160-01,  ,Minneapolis,MN,
40-13160-02,  ,Minneapolis,MN,
40-13160-03,  ,Minneapolis,MN,
40-14101-00,  ,Duluth,MN,
40-14102-00,  ,Minneapolis,MN,
40-14103-00,  ,Maplewood,MN,
40-14104-10,  ,Montrose,MN,
40-14105-10,  ,Westcott,MN,
40-14106-10,  ,Prescott,MN,
40-14107-10,  ,Minneapolis,MN,
40-14108-22,  ,Kerkhoven,MN,56252
40-14109-00,  ,Wykoff,MN,
40-14110-00,  ,Red Lake,MN,
40-14111-00,  ,Coon Rapids,MN,
40-14112-00,  ,Minneapolis,MN,
40-14113-00,  ,Minneapolis,NE,
40-14114-00,  ,Bemidji,MN,
40-14114-10,  ,Bemiidji,MN,
40-14114-20,  ,Bemidji,MN,
40-14115-00,  ,Anoka,MN,
40-14115-10,  ,Anoka,MN,
40-14116-00,  ,Minneapolis,MN,
40-14117-00,  ,Red Lake,MN,
40-14118-00,  ,Eden Prairie,MN,
40-14119-00,  ,Minnetonka,MN,
40-14120-00,  ,Maplewood,MI,
40-14121-00,  ,Bloomington,MN,
40-14122-00,  ,Minneapolis,MN,
40-14123-00,  ,St. Paul,MN,
40-14124-00,  ,Jordan,MN,
40-14125-00,  ,St. Paul,MN,
40-14125-10,  ,St. Paul,MN,
40-14126-00,  ,Red Lake,MN,
40-14126-10,  ,Red Lake,MN,
40-14127-00,350 North 3rd Street  ,Minneapolis,MN,55401
40-14127-20,  ,Minneapolis,MN,
40-14127-40,350 North 3rd Street  ,Minneapolis,MN,
40-14127-41,  ,Minneapolis,MN,
40-14127-50,350 North 3rd Street  ,Minneapolis,MN,
40-14127-51,  ,MInneapolis,MN,
40-14127-52,  ,MInneapolis,MN,
40-14127-53,  ,MInneapolis,MN,
40-14127-54,  ,Minneapolis,MN,
40-14128-00,  ,Duluth,MN,
40-14128-10,  ,Duluth,MN,
40-14130-00,  ,Minneapolis,MN,
40-14130-10,  ,Minneapolis,MN,
40-14131-00,  ,Minnepolis,MN,
40-14132-00,  ,Minneapolis,MN,
40-14133-00,  ,Anoka,MN,
40-14134-00,  ,Minneapolis,MN,
40-14138-00,  ,Anoka,MN,
40-14139-00,  ,St. Paul,MN,
40-14139-10,  ,St. Paul,MN,
40-14139-20,  ,St. Paul,MN,
40-14139-30,  ,St. Paul,MN,
40-14139-31,  ,St. Paul,MN,
40-14140-00,  ,Minneapolis,MN,
40-14141-00,  ,Minneapolis,MN,
40-14142-00,  ,Faribault,MN,
40-14142-10,  ,Faribault,MN,
40-14143-00,  ,St. Bonifacious,MN,
40-14144-02,  ,Minnetonka,MN,
40-14146-00,  ,Mankato,MN,
40-14146-10,  ,Mankato,MN,
40-14146-20,  ,Mankato,MN,
40-14147-00,  ,Duluth,MN,
40-14148-00,  ,Winona,MN,
40-14149-00,  ,Mankato,MN,
40-14150-00,  ,St. Paul,MN,
40-14151-00,  ,Bloomington,MN,
40-14152-00,  ,Bloomington,MN,
40-14153-10,  ,Bemidji,MN,
40-14153-20,  ,bemidji,MN,
40-14154-00,  ,St. Paul,MN,
40-14155-00,  ,St. Bonafacious,MN,
40-14805-00,  ,Minneapolis,MN,55401
40-15101-00,  ,Detroit Lakes,MN,
40-15101-10,  ,Detroit Lakes,MN,
40-15102-00,  ,anoka,MN,
40-15103-00,  ,Minneapolis,MN,
40-15104-00,  ,Minneapolis,MN,
40-15104-10,  ,Minneapolis,MN,
40-15105-00,  ,Bloomington,MN,
40-15106-00,  ,Richfield,MN,
40-15107-00,  ,Minneapolis,MN,
40-15108-00,  ,Jordan,MN,
40-15109-00,  ,Red Wing,MN,
40-15110-00,  ,Plymouth,MN,
40-15110-01,  ,Plymouth,MN,
40-15111-00,  ,Coon Rapids,MN,
40-15112-00,  ,Duluth,MN,
40-15113-00,  ,Saint Paul,MN,
40-15114-00,  ,Minneapolis,MN,
40-15115-00,  ,Minneapolis,MN,
40-15116-00,  ,St. Paul,MN,
40-15117-00,  ,Belle Plain,MN,
40-15118-00,  ,Dilworth,MN,
40-15119-01,  ,Minneapolis,MN,
40-15119-02,  ,Minneaqpolis,MN,
40-15120-00,  ,St. Paul,MN,
40-15121-00,  ,St. Paul,MN,
40-15122-00,  ,Coon Rapids,MN,
40-15123-00,  ,Bloomington,MN,
40-15124-00,  ,Coon Rapids,MN,
40-15125-00,  ,St. Paul,MN,
40-15126-00,  ,Minneapolis,MN,
40-15127-00,"4 building complex in 1 city block by S 8th St, Marquettee Avenue, S 7th St, & 2nd Ave S ",Minneapolis,MN,55402
40-15128-00,  ,Minneapolis,MN,
40-15129-00,Grand Oaks Business Park  ,Eagan,MN,
40-15131-00,  ,Minneapolis,MN,
40-15132-00,  ,Minneapolis,MN,
40-15134-00,  ,Cambridge,MN,
40-15135-00,  ,Minneapolis,MN,
40-15136-00,  ,Winona,MN,
40-15137-00,700 Terrace Heights  ,Winona,MN,
40-15138-00,8800 Queen Ave So  ,Bloomington,MN,55431
40-15138-01,  ,Bloomington,MN,
40-15139-00,  ,Minnetonka,MN,
40-15140-00,  ,Minneapolis,MN,
40-15141-00,  ,Bloomington,MN,55402
40-15141-10,  ,Bloomington,MN,
40-15141-20,  ,Bloomington,MN,
40-15141-30,  ,Bloomington,MN,
40-15141-40,  ,Bloomington,MN,
40-15142-00,  ,Minneapolis,MN,
40-15143-00,  ,Winona,MN,
40-15143-10,  ,Winona,MN,
40-15144-00,  ,Red Wing,MN,
40-15145-00,  ,Minneapolis,MN,
40-15146-00,  ,Minneapolis,MN,
40-15147-00,  ,St. Paul,MN,
40-15148-00,  ,Minneapolis,MN,
40-15148-10,  ,Minneapolis,MN,
40-15148-20,  ,Minneapolis,MN,
40-15148-30,  ,MInneapolis,MN,
40-15148-40,  ,Minneapolis,MN,
40-15148-50,  ,Minneapolis,MN,
40-15149-00,  ,Grand Portage,MN,
40-15150-00,  ,Grand Portage,MN,
40-15151-00,  ,Minneapolis,MN,
40-15152-00,  ,Minneapolis,MN,
40-15152-01,  ,Minneapolis,MN,
40-15152-02,  ,Minneapolis,MN,
40-15152-03,  ,Minneapolis,MN,
40-16010-00,  ,Minneapolis,MN,55414
40-16011-00,  ,Minneapolis,MN,55414
40-16012-00,  ,Minneapolis,MN,55414
40-16102-00,350 North 3rd Street  ,Minneapolis,MN,
40-16103-00,  ,St. Paul,MN,
40-16104-00,  ,Chanhassen,MN,
40-16105-00,  ,Minneapolis,MN,
40-16105-10,  ,Minneapolis,MN,
40-16106-00,6101 Scandia Trail N  ,Forest Lake,MN,
40-16106-01,6101 Scandia Trail North  ,Forest Lake,MN,55025
40-16106-02,  ,Forest Lake,MN,
40-16106-03,  ,Forest Lake,MN,
40-16106-04,  ,Forest Lake,MN,
40-16107-00,21395 Goodview Avenue North  ,Forest Lake,MN,55025
40-16108-00,943 SW 9th Avenue  ,Forest Lake,MN,55025
40-16108-10,  ,Forest Lake,MN,
40-16109-00,  ,Forest Lake,MN,
40-16110-00,  ,Forest Lake,MN,
40-16112-00,  ,Minneapolis,MN,
40-16114-00,  ,Minneapolis,MN,
40-16117-00,  ,Minneapolis,MN,
40-16117-10,  ,Minneapolis,MN,
40-16118-00,  ,Minneapolis,MN,
40-16118-10,  ,Minneapolis,MN,
40-16119-00,  ,St. Paul,MN,
40-16120-00,  ,Rogers,MN,
40-16121-10,  ,St. Louis Park,MN,
40-16122-00,  ,St. Paul,MN,
40-16122-10,  ,St. Paul,MN,
40-16124-00,  ,Edina,MN,
40-16124-01,  ,Edina,MN,
40-16124-02,  ,Edina,MN,
40-16124-03,  ,Edina,MN,
40-16124-04,  ,Edina,MN,
40-16124-05,  ,Edina,MN,
40-16124-06,  ,Edina,MN,
40-16124-07,  ,Edina,MN,
40-16125-00,  ,minneapolis,MN,55402
40-16125-10,  ,minneapolis,MN,
40-16126-00,  ,Minneapolis,MN,
40-16126-50,  ,Minneapols,MN,
40-16127-00,  ,Prior Lake,MN,
40-16127-01,  ,Prior Lake,MN,
40-16128-00,  ,Minneapolis,MN,
40-16129-00,  ,St. Louis Park,MN,
40-16130-00,  ,Cambridge,MN,
40-16131-00,  ,Coon Rapids,MN,
40-16132-00,  ,Cambridge,MN,
40-16133-00,  ,Minneapolis,MN,
40-16134-00,  ,Bloomington,MN,
40-16135-00,  ,Prior Lake,MN,
40-16135-01,  ,Prior Lake,MN,
40-16135-02,  ,Prior Lake,MN,
40-16135-04,  ,Prioe Lake,MN,
40-16135-10,  ,Prior Lake,MN,
40-16135-11,  ,Prior Lake,MN,
40-16136-00,  ,Bloomington,MN,
40-16137-00,200 6th Street  ,Minneapolis,MN,
40-16138-01,  ,Minneapolis,MN,
40-16138-02,  ,MInneapolis,MN,
40-16138-03,  ,Minneapolis,MN,
40-16139-00,  ,Minneapolis,MN,
40-16140-00,  ,St. Paul,MN,
40-16140-10,  ,St. Paul,MN,
40-16141-00,  ,Red Lake,MN,
40-16142-00,  ,Prior Lake,MN,
40-16143-00,  ,Jordan,MN,
40-16144-00,  ,Lakeville,MN,
40-16145-00,  ,Jordan,MN,
40-16146-00,  ,St. Paul,MN,
40-16147-00,  ,Minneapolis,MN,
40-16147-10,  ,Minneapolis,MN,
40-16147-20,  ,Mendota Heights,MN,
40-16148-00,2400 Sandburg Lane  ,Golden Valley,MN,55427
40-16149-00,4855 Bloom Avenue  ,White Bear Lake,MN,55110-2731
40-16160-00,  ,Eagan,MN,
40-17101-00,  ,Minneapolis,MN,
40-17101-10,  ,Minneapolis,MN,
40-17102-00,  ,Minneapolis,MN,
40-17102-10,  ,3 locations,MN,
40-17103-00,  ,Bloomington,MN,
40-17104-00,  ,Minneapolis,MN,
40-17104-10,  ,Minneapolis,MN,
40-17105-00,  ,MInneapolis,MN,
40-17105-10,  ,Minneapolis,MN,
40-17105-20,  ,MInneapolis,MN,
40-17106-00,  ,Rochester,MN,
40-17107-00,  ,Robbinsdale,MN,
40-17109-00,  ,Jordan,MN,
40-17110-00,  ,Maple Grove,MN,
40-17111-00,  ,Minneapolis,MN,
40-17112-00,  ,Roseville,MN,
40-17113-00,  ,Minneapolis,MN,
40-17115-00,  ,St. Cloud,MN,
40-17117-00,  ,winona,MN,
40-17118-00,  ,Bloomington,MN,
40-17119-00,  ,Marshall,MN,
40-17120-00,  ,Bloomington,MN,
40-17121-00,  ,St. Paul,MN,55106
40-17122-00,  ,Bloomington,MN,
40-17124-00,  ,Bloomington,MN,
40-17125-00,  ,Minnetonka,MN,
40-17126-00,  ,Minneapolis,MN,
40-17127-00,  ,Minneapolis,MN,
40-17128-00,  ,Minneapolis,MN,
40-17129-00,  ,Minneapolis,MN,
40-17130-00,  ,Minneapolis,MN,
40-17131-00,  ,MInneapolis,MN,
40-17132-00,  ,Minneapolis,MN,
40-17133-00,  ,Bloomington,MN,
40-17134-00,123 Ottawa Avenue North  ,Golden Valley,MN,55422
40-17135-00,  ,Edina,MN,
40-17136-00,  ,MInneapolis,MN,
40-17136-10,  ,Minneapolis,MN,
40-17137-00,  ,Minneapolis,MN,
40-17137-10,  ,Minneapolis,MN,
40-17138-00,  ,Minneapolis,MN,
40-17138-10,  ,Minneapolis,MN,
40-17139-00,  ,Bloomington,MN,
40-17140-00,  ,Minneapolis,MN,
40-17141-00,  ,Eden Prairie,MN,
40-17142-00,  ,Edne Prairie,MN,
40-17143-00,  ,Eden Prairie,MN,
40-17144-00,  ,Minneapolis,MN,
40-17145-00,  ,Minneapolis,MN,
40-17146-00,  ,Minneapolis,MN,
40-17148-00,8144 Collar Way  ,Woodbury,MN,55125
40-17148-01,8144 Collar Way  ,Woodbury,MN,55125
40-17148-03,8144 Collar Way  ,Woodbury,MN,55125
40-17150-00,  ,Minneapolis,MN,
40-17151-00,  ,St. Paul,MN,
40-17152-00,  ,St. Paul,MN,
40-17153-00,  ,St. Paul,MN,
40-17153-10,  ,St. Paul,MN,
40-17153-20,  ,St. Paul,MN,
40-17153-30,  ,St. Paul,MN,
40-17154-00,  ,St. Paul,MN,
40-17155-00,  ,St. Paul,MN,
