,Region,School Name,12.	What are your 5 most important concerns about the condition of the site and building(s) on your campus?  ,Top5,g.  Sensory Room,h.  Independent Learning Lab,i.  Autism Room,b.  Air conditioning,Quality Of Classrooms,Leverage Outdoor Space,Community Assembly,Overall,Perception of Environment heat,Toilet Facilities,Columns Need Repair,Air Conditioner,Paint,Leak,Roof,Ceiling,Fungus Mold,Electric,Plumbing,Fence,Gate,Pests
502,Mayagüez,RAFAEL MARTINEZ NADAL	42390,"1. Leaks in 12 classrooms, school canteen and in corridor (ceiling slope diverts all water to the interior part of the corridor in front of the classrooms), water stagnation in the corridor of the interior building.  Lack of interior painting.
2. Tree in schoolyard in critical conditions 
3.Frequent schoolyard sewage overflow by pipe (manhole) outside the covered school (AAA problem) 
4. School canteen grease trap-It has not been emptied because the lid was temporarily sealed as it has no frame to hold and for safety it was placed in this way.  Emptying staff refuses to remove it.
5.Court in poor condition, has no basket was removed for safety, porous surface, school playground on land irregularly shaped (causes potholes and water stagnation).",leak classroom school canteen corridor ceiling slope divert water interior part corridor front classroom water stagnation corridor interior building lack interior painting tree schoolyard critical condition frequent schoolyard sewage overflow pipe manhole outside covered school aaa problem school canteen grease trap empty lid temporarily seal frame hold safety place emptying staff refuse remove court poor condition basket remove safety porous surface school playground land irregularly shape cause pothole water stagnation,0.0,,,1.0,3.0,2.0,1.0,2.0,1.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0
503,Mayagüez,RAMON MARIA TORRES	43794,"1. The schools that are closed next to the one I run are in total abandonment and use it as a hospital.
2. The gates around the campus that are almost down and every year they say they are going to repair them but it does not happen.
3. The dining room does not have the bell and fire system as seen by the secretary of education and recommended that it be corrected immediately at the moment nothing has been done.
4. The dining room is without light The Employees have been working since the beginning of January without light this is dangerous since they use knives and can be cut.
5. The arrangement of short columns is not being completed there are some columns that the municipality started and did not finish now they want to leave that work incomplete.
",school close next run total abandonment use hospital gate around campus almost every year go repair happen din room bell fire system see secretary education recommend correct immediately moment nothing do dining room without light employee work since begin january without light dangerous since use knife cut arrangement short column complete columns municipality start finish want leave work incomplete,,,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0
504,Mayagüez,RAUL YBARRA	41921,"1- Arrangement of the indoor court- Since Hurricane Maria the roof is broken and with damage in other areas.
2- Wall of contention before landslides- Land in danger of collapse.
3- Roof leaks- The roofs are sealed with danosa, since the hurricane and the tremors it is filtering in different areas and no longer has a guarantee.
4- Portico of the entrance of the school- Presents cracks after the tremors.
5- Maintenance of the entire physical plant.",arrangement indoor court since hurricane maria roof broken damage area wall contention landslide land danger collapse roof leak roof seal danosa since hurricane tremor filter different area longer guarantee portico entrance school present crack tremor maintenance entire physical plant,,2.0,,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0,0,0,1,1,0,0,0,0,0,0,0
505,Mayagüez,CERRO GORDO MEDINA	42572,"1. The school has an excellent location but we lack space belonging to the school to expand other facilities such as parking, classrooms and storage.
2. The surrounding land has a structure that for many years was rented by the department of education and was used as an academic hall. Currently the contract was cancelled. The owners were interested in selling to the DE. 
3. The construction of several halls on the top floor is visualized so that the resource room masters can have their respective work areas.
",school excellent location lack space belong school expand facility park classroom storage surround land structure many year rent department education use academic hall currently contract cancel owner interested selling de construction several hall top floor visualize resource room master respective work area,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
506,Mayagüez,INES MARIA  MENDOZA	46821,"Halls with commenjen, short columns, leaks in the halls, ramp dde impeded has yielded, sidewalks in poor condition frenbte to the halls and in the parking lot.",hall commenjen short column leak halls ramp dde impede yielded sidewalk poor condition frenbte hall park,0.0,0.0,,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0
507,Mayagüez,DR HERIBERTO DOMENECH	15792,"1- incomplete outer cyclone fens gate
2- Extinguishers all expired
3- water cistern out of operation
4- Internet system out of use in workshop laboratory
5- installation of electrical systems in academic halls
6- tree pruning
7- Wifi low speed",incomplete outer cyclone fens gate extinguisher expire water cistern operation internet system use workshop laboratory installation electrical system academic hall tree prune wifi low speed,,2.0,,1.0,2.0,2.0,2.0,3.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,1,0
508,Mayagüez,RAMON OLIVARES	44529,"LACK OF ROOMS, LEAKS, FUNGI, DAMAGED WINDOWS AND CLOGGED WATER PIPES.",lack room leak fungi damage window clog water pipe,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0
509,Mayagüez,DR SILVERIO MEDINA GAUD	41699,"The school needs a roof for the court with its basketball baskets
The school needs a bathroom for the principal's office
The school needs a warehouse
School needs roof filtration fix
The school needs fix to the electrical systemLa escuela necesita arreglo al sistema eléctrico
",school need roof court basketball baskets school need bathroom principal office school need warehouse school need roof filtration fix school need fix electrical systemla escuela necesita arreglo al sistema eléctrico,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0
510,Mayagüez,LAURA MERCADO	43406,"1. Repair and mitigation of short columas. ( Work has already begun)
2. Painting of the school campus (It is deteriorated by the passage of time)",repair mitigation short columas work already begin paint school campus deteriorate passage time,,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0
511,Mayagüez,SU ALFREDO DORRINGTON	44891,"Water leaks in several areas, lounges and office of administrative staff.
Abrasive comejen in all areas,",water leak several area lounge office administrative staff abrasive comejen area,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1
512,Humacao,ANTONIO FERNOS ISERN	28522,"1. LEAKAGE IN SOME ROOMS
2. ASPHALT OF THE PARKING AREA
3. FUNGUS ON WALLS
4. SEVERE COMEJEN PROBLEM
5. SOME DOORS NEED URGENT REPLACEMENT",leakage room asphalt park area fungus wall severe comejen problem door need urgent replacement,,,,1.0,1.0,4.0,1.0,2.0,1.0,3.0,0,0,0,1,0,0,1,0,0,0,0,1
513,Mayagüez,SU CONCHITA IGUARTUA DE SUAREZ	40469,"The school is in a space of approximately 3 ropes of land and currently has the need for classrooms for the grades of first, second, third, for the subjects of English, physical education, health, agriculture, art and music. In addition, our enrollment is approximately 800 students and the facilities of the school canteen are not sufficiently large and adequate to meet this enrollment.  There is a need for snack and lunch areas for our students. The size of the slaones is standard and not comfortable enough for an enrollment of 25 to 30 students per classroom.  The school library is also small considering our current enrollment.",school space approximately ropes land currently need classroom grade first second third subject english physical education health agriculture art music addition enrollment approximately 00 student facility school canteen sufficiently large adequate meet enrollment need snack lunch area student size slaones standard comfortable enough enrollment 0 student per classroom school library small consider current enrollment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
514,Mayagüez,ELPIDIO H RIVERA	45955,School in short column repair,school short column repair,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0
515,Mayagüez,EUGENIO MARIA DE HOSTOS (SUPERIOR)	48298,Currently in repair of short columns. Improve the central air conditioning system. Put solar panels for being a Refuge school,currently repair short column improve central air condition system put solar panel refuge school,,0.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0
516,Mayagüez,ESCUELA ESPECIALIZADA ALCIDES FIGUEROA	40519,"We await the arrangements of the Annex building, to be able to locate the staff and better facilities for the students, raison d'être of the DEPR.",await arrangement annex build able locate staff well facility student raison être depr,,,,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
517,Mayagüez,DR CARLOS GONZALEZ	40022,"1. More classrooms for teachers are needed, there are currently seven (7) teachers without a classroom.
2. An area (structure) is needed to file inactive files and equipment to seize
3. School court has leaks that often make it impossible to use
4. Water leaks from living room ceilings 
5. Living rooms have glass windows, the sun enters with greater force and causes excessive heat, air conditioner is required.",classroom teacher need currently seven teacher without classroom area structure need file inactive file equipment seize school court leak often make impossible use water leak live room ceiling live room glass windows sun enters great force cause excessive heat air conditioner require,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,4.0,0,1,0,1,0,1,0,0,0,0,0,0
518,Mayagüez,CONRADO RODRIGUEZ	42911,"REPAIR OF SIDEWALKS, THOSE THAT LEAD TO THE EMERGENCY EXIT OF THE BACKYARD AND OTHER BROKEN SIDEWALKS IN FRONT OF THE SCHOOL CANTEEN. CISTERNS WITH LIDS AND PUMPS SO THAT THEY CAN LOWER THE BATHROOMS.  ROOF FILTRATION.  ELECTRICAL SUBSTATION, CHANGE OF THE MAIN GATE AT THE ENTRANCE OF THE SCHOOL.",repair sidewalk lead emergency exit backyard broken sidewalk front school canteen cistern lid pump low bathroom roof filtration electrical substation change main gate entrance school,,,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,1,0,0,1,0,0,1,0
519,Mayagüez,JOSE R GAZTAMBIDE	43018,School dining area and special education classroom area,school din area special education classroom area,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
